row_id,site,rating_raw,written_date,trip_type,text_len_chars,llm_sentiment,llm_score,llm_emotion,llm_safety,llm_pricing,llm_service,llm_cleanliness,llm_atmosphere,llm_problems,llm_price_perception,llm_recommendation,llm_revisit,llm_keywords
6962,medina,5 of 5 bubbles,2014-10-04,Friends,308,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""Marrakesh"", ""markets"", ""carnival"", ""sights"", ""smells""]"
6963,medina,5 of 5 bubbles,2014-10-04,Couples,146,Positive,4,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,"[""Poor_condition""]",Cheap,Yes,Not_mentioned,"[""walking"", ""atmosphere"", ""bargain"", ""quality""]"
6964,medina,5 of 5 bubbles,2014-10-04,Friends,453,Positive,4,Surprise,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Positive,"[""Safety""]",Not_mentioned,Yes,Not_mentioned,"[""narrow streets"", ""bikes"", ""mopeds"", ""safe"", ""uneasy""]"
6965,medina,5 of 5 bubbles,2014-10-03,Couples,243,Positive,5,Joy,Not_mentioned,Not_mentioned,Positive,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""great place"", ""hassle-free"", ""night"", ""sights"", ""smells""]"
6966,medina,5 of 5 bubbles,2014-10-03,Couples,121,Positive,4,Trust,Positive,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""safe"", ""wit"", ""humour"", ""engage"", ""relax""]"
6967,medina,4 of 5 bubbles,2014-10-03,Friends,1128,Positive,4,Surprise,Positive,Not_mentioned,Positive,Negative,Positive,"[""Navigation_difficulty"", ""Bad_smell"", ""Safety""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""medina"", ""narrow streets"", ""safe"", ""smelly"", ""scooters""]"
6968,medina,4 of 5 bubbles,2014-10-03,Friends,184,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""medina"", ""narrow streets"", ""bustle"", ""souks"", ""ancient""]"
6969,medina,5 of 5 bubbles,2014-10-02,Couples,179,Neutral,3,Trust,Not_mentioned,Positive,Positive,Not_mentioned,Not_mentioned,"[""Navigation_difficulty""]",Fair,Yes,Not_mentioned,"[""guide"", ""value"", ""structure"", ""history"", ""maze""]"
6970,medina,4 of 5 bubbles,2014-10-02,Solo,328,Negative,2,Frustration,Not_mentioned,Negative,Not_mentioned,Not_mentioned,Not_mentioned,"[""High_prices""]",Expensive,No,Not_mentioned,"[""prices"", ""souq owners"", ""bargaining"", ""expensive"", ""studios""]"
6971,medina,3 of 5 bubbles,2014-10-01,,118,Neutral,3,Frustration,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Neutral,"[""Aggressive_vendors""]",Not_mentioned,Yes,Not_mentioned,"[""pushy sales"", ""worth seeing"", ""goods""]"
6972,medina,5 of 5 bubbles,2014-10-01,Couples,717,Positive,5,Joy,Not_mentioned,Not_mentioned,Positive,Not_mentioned,Positive,"[""Other""]",Not_mentioned,Yes,Not_mentioned,"[""hectic medina"", ""sunset"", ""friendly"", ""conversation"", ""language_barrier""]"
6973,medina,3 of 5 bubbles,2014-09-30,Couples,412,Neutral,3,Neutral,Negative,Not_mentioned,Neutral,Not_mentioned,Positive,"[""Navigation_difficulty"", ""Safety"", ""Aggressive_vendors""]",Not_mentioned,Yes,Not_mentioned,"[""get lost"", ""guide"", ""motor scooters"", ""interesting"", ""stray cats""]"
6974,medina,5 of 5 bubbles,2014-09-30,Solo,116,Positive,5,Joy,Not_mentioned,Not_mentioned,Positive,Not_mentioned,Positive,"[""Getting_lost""]",Not_mentioned,Yes,Not_mentioned,"[""amazing"", ""lost"", ""helpful"", ""shopkeepers"", ""craftsmen""]"
6975,medina,4 of 5 bubbles,2014-09-30,,616,Negative,2,Frustration,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Positive,"[""Aggressive_vendors"", ""Scam""]",Not_mentioned,No,Not_mentioned,"[""craziness"", ""narrow streets"", ""hustle"", ""aggressive vendors"", ""commission""]"
6976,medina,4 of 5 bubbles,2014-09-29,Friends,166,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""souvenirs"", ""shops"", ""spices"", ""making things""]"
6977,medina,5 of 5 bubbles,2014-09-29,Couples,156,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""amazing"", ""vibrant"", ""sights"", ""sounds"", ""holiday""]"
6978,medina,5 of 5 bubbles,2014-09-29,Couples,820,Positive,5,Trust,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""experience"", ""different world"", ""street life"", ""human society"", ""culture""]"
6979,medina,4 of 5 bubbles,2014-09-29,,1055,Positive,4,Trust,Not_mentioned,Positive,Positive,Not_mentioned,Positive,"[""Aggressive_vendors""]",Fair,Yes,Not_mentioned,"[""Argan oil"", ""reasonable prices"", ""Herboristrie Firdaous"", ""refreshing"", ""quality""]"
6980,medina,5 of 5 bubbles,2014-09-28,Couples,293,Neutral,3,Neutral,Positive,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,"[""Navigation_difficulty"", ""Getting_lost""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""alleyways"", ""getting lost"", ""GPS"", ""safe"", ""crowded""]"
6981,medina,3 of 5 bubbles,2014-09-26,Couples,237,Negative,2,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Negative,"[""Overcrowding"", ""Other""]",Not_mentioned,No,Not_mentioned,"[""busy"", ""congested"", ""least favourite"", ""sensory overload"", ""full-on""]"
6982,medina,4 of 5 bubbles,2014-09-25,Couples,138,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""merchandise"", ""oriental atmosphere"", ""charisma"", ""busy"", ""unforgettable""]"
6983,medina,3 of 5 bubbles,2014-09-25,Friends,585,Negative,1,Disgust,Negative,Negative,Negative,Negative,Negative,"[""Aggressive_vendors"", ""Bad_smell"", ""Poor_cleanliness""]",Expensive,No,No,"[""pushy"", ""demanding money"", ""bad smell"", ""dirty"", ""expensive""]"
6984,medina,5 of 5 bubbles,2014-09-25,Couples,480,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,"[""Navigation_difficulty"", ""Getting_lost""]",Not_mentioned,Yes,Not_mentioned,"[""narrow streets"", ""bargain"", ""food"", ""navigation difficulty"", ""GPS""]"
6985,medina,2 of 5 bubbles,2014-09-24,Couples,741,Negative,1,Disgust,Negative,Negative,Negative,Negative,Negative,"[""Scam"", ""High_prices"", ""Poor_cleanliness""]",Expensive,No,Not_mentioned,"[""polluted"", ""smelly"", ""dirty"", ""scam"", ""expensive""]"
6986,medina,4 of 5 bubbles,2014-09-24,Couples,906,Mixed,3,Surprise,Negative,Negative,Negative,Not_mentioned,Positive,"[""Aggressive_vendors"", ""Safety"", ""Scam""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""traffic"", ""buzzing"", ""food"", ""accosted"", ""demanding money""]"
6987,medina,4 of 5 bubbles,2014-09-23,Friends,3753,Mixed,3,Neutral,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Positive,"[""Safety""]",Not_mentioned,Yes,Yes,"[""enjoyable stay"", ""experienced traveller"", ""Marrakech buzz"", ""Riad"", ""bag snatch""]"
6988,medina,5 of 5 bubbles,2014-09-23,Couples,187,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Negative,Neutral,"[""Navigation_difficulty"", ""Bad_smell""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""map"", ""navigation"", ""fun"", ""weird smells"", ""terrible smells""]"
6989,medina,3 of 5 bubbles,2014-09-22,Couples,261,Negative,1,Disgust,Negative,Not_mentioned,Negative,Negative,Negative,"[""Bad_smell"", ""Poor_cleanliness"", ""Scam""]",Not_mentioned,No,No,"[""dusty"", ""dirty"", ""smelly"", ""scams"", ""stalking""]"
6990,medina,4 of 5 bubbles,2014-09-22,,286,Positive,4,Joy,Not_mentioned,Not_mentioned,Positive,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""first trip"", ""glad"", ""busy"", ""must do"", ""friendly""]"
6991,medina,5 of 5 bubbles,2014-09-20,Couples,325,Positive,4,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,"[""Navigation_difficulty""]",Not_mentioned,Yes,Not_mentioned,"[""less maze-like"", ""wandering"", ""easier to find"", ""artisans"", ""normal life""]"
6992,medina,4 of 5 bubbles,2014-09-20,,125,Negative,2,Frustration,Negative,Negative,Not_mentioned,Not_mentioned,Neutral,"[""Scam"", ""High_prices""]",Expensive,No,Not_mentioned,"[""scams"", ""high prices"", ""market"", ""leather bags"", ""euros""]"
6993,medina,5 of 5 bubbles,2014-09-19,Friends,755,Negative,3,Frustration,Not_mentioned,Negative,Neutral,Not_mentioned,Positive,"[""Navigation_difficulty"", ""High_prices""]",Expensive,Not_mentioned,Not_mentioned,"[""get lost"", ""vendors"", ""bargaining"", ""high prices"", ""wonderful things""]"
6994,medina,5 of 5 bubbles,2014-09-19,Friends,115,Neutral,3,Neutral,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Positive,"[""Safety""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""fun"", ""night"", ""song and dance"", ""market"", ""uncomfortable""]"
6995,medina,5 of 5 bubbles,2014-09-19,Couples,132,Neutral,3,Disgust,Not_mentioned,Not_mentioned,Not_mentioned,Negative,Positive,"[""Bad_smell"", ""Poor_condition""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""many gates"", ""local life"", ""tannery"", ""disgusting""]"
6996,medina,4 of 5 bubbles,2014-09-19,Couples,486,Negative,3,Frustration,Not_mentioned,Negative,Negative,Not_mentioned,Positive,"[""Overcrowding"", ""High_prices"", ""Other""]",Expensive,Yes,Not_mentioned,"[""worth a visit"", ""sea of people"", ""street food"", ""entertaining"", ""excessive cost""]"
6997,medina,5 of 5 bubbles,2014-09-18,Couples,265,Negative,1,Fear,Negative,Negative,Negative,Not_mentioned,Not_mentioned,"[""Scam"", ""Aggressive_vendors"", ""High_prices""]",Expensive,No,Not_mentioned,"[""scam"", ""guide"", ""barter"", ""walk away""]"
6998,medina,2 of 5 bubbles,2014-09-18,,340,Negative,2,Frustration,Positive,Not_mentioned,Not_mentioned,Negative,Negative,"[""Bad_smell"", ""Overcrowding"", ""Poor_condition""]",Not_mentioned,No,No,"[""culture shock"", ""old"", ""smells"", ""traffic"", ""short stay""]"
6999,medina,3 of 5 bubbles,2014-09-17,Couples,804,Neutral,3,Neutral,Not_mentioned,Neutral,Not_mentioned,Not_mentioned,Neutral,"[""Other""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""Marrakech"", ""daytime"", ""snake charming"", ""monkeys"", ""chains""]"
7000,medina,4 of 5 bubbles,2014-09-17,Solo,201,Neutral,3,Frustration,Not_mentioned,Neutral,Negative,Negative,Neutral,"[""Aggressive_vendors"", ""Bad_smell"", ""Poor_cleanliness""]",Not_mentioned,Yes,Not_mentioned,"[""bargain"", ""aggressive vendors"", ""stinky"", ""dirty"", ""cultural experience""]"
7001,medina,5 of 5 bubbles,2014-09-17,Couples,181,Positive,4,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,[],Cheap,Not_mentioned,Not_mentioned,"[""central location"", ""souks"", ""hustle and bustle"", ""orange juice"", ""cheap""]"
7002,medina,3 of 5 bubbles,2014-09-16,Friends,1307,Negative,1,Fear,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Negative,"[""Overcrowding"", ""Navigation_difficulty"", ""Safety""]",Not_mentioned,No,No,"[""narrow streets"", ""mopeds"", ""donkeys"", ""accidents"", ""getting run over""]"
7003,medina,4 of 5 bubbles,2014-09-16,,310,Neutral,3,Frustration,Negative,Neutral,Negative,Not_mentioned,Neutral,"[""Aggressive_vendors"", ""Scam"", ""Safety""]",Not_mentioned,Yes,Not_mentioned,"[""guide"", ""pushy"", ""wallets"", ""fascinating"", ""know prices""]"
7004,medina,5 of 5 bubbles,2014-09-16,,136,Negative,3,Disgust,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,"[""Other""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""frenetic"", ""crazy"", ""colorful"", ""no alcohol"", ""monkeys on chains""]"
7005,medina,5 of 5 bubbles,2014-09-14,Couples,165,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""culture"", ""sights"", ""sounds"", ""shopping"", ""enjoy""]"
7006,medina,3 of 5 bubbles,2014-09-13,Friends,140,Negative,2,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Negative,[],Not_mentioned,No,No,"[""shops"", ""Zara"", ""H&M"", ""generic"", ""missing out""]"
7007,medina,3 of 5 bubbles,2014-09-13,Couples,2914,Negative,2,Disgust,Not_mentioned,Not_mentioned,Not_mentioned,Negative,Neutral,"[""Bad_smell"", ""Poor_cleanliness""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""interesting"", ""culture shock"", ""smell"", ""flies"", ""urine""]"
7008,medina,4 of 5 bubbles,2014-09-11,Friends,255,Neutral,3,Neutral,Not_mentioned,Negative,Negative,Negative,Positive,"[""Bad_smell"", ""Poor_cleanliness"", ""High_prices""]",Expensive,Yes,Not_mentioned,"[""dirty"", ""smelly"", ""foods"", ""haggling"", ""interesting""]"
7009,medina,5 of 5 bubbles,2014-09-10,Friends,290,Positive,5,Joy,Not_mentioned,Not_mentioned,Positive,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""sights"", ""sounds"", ""welcoming"", ""service"", ""shopping""]"
7010,medina,5 of 5 bubbles,2014-09-10,Couples,1445,Positive,4,Surprise,Negative,Not_mentioned,Negative,Not_mentioned,Positive,"[""Navigation_difficulty"", ""Scam""]",Not_mentioned,Yes,Not_mentioned,"[""experience"", ""shops"", ""lost"", ""adventure"", ""guide""]"
7011,medina,5 of 5 bubbles,2014-09-10,Couples,143,Positive,4,Joy,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Positive,"[""Safety""]",Not_mentioned,Yes,Not_mentioned,"[""fun"", ""location"", ""cars"", ""careful"", ""walking""]"
7012,medina,3 of 5 bubbles,2014-09-10,Couples,957,Negative,2,Frustration,Negative,Negative,Negative,Not_mentioned,Neutral,"[""Aggressive_vendors"", ""Safety"", ""Scam""]",Not_mentioned,No,Not_mentioned,"[""aggressive"", ""wary"", ""scam"", ""busy"", ""experience""]"
7013,medina,4 of 5 bubbles,2014-09-09,Couples,244,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""senses"", ""sights"", ""sounds"", ""smells"", ""enjoyable""]"
7014,medina,5 of 5 bubbles,2014-09-09,Couples,185,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""guided tour"", ""fun"", ""evening"", ""must see"", ""enjoy""]"
7015,medina,4 of 5 bubbles,2014-09-09,Couples,229,Neutral,3,Surprise,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,"[""Getting_lost""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""explore"", ""lost"", ""tanneries"", ""vegetarian"", ""unwanted""]"
7016,medina,1 of 5 bubbles,2014-09-09,Solo,645,Negative,1,Anger,Negative,Not_mentioned,Negative,Negative,Negative,"[""Bad_smell"", ""Poor_cleanliness"", ""Aggressive_vendors"", ""Safety""]",Not_mentioned,No,No,"[""urine"", ""smell"", ""aggression"", ""safety"", ""not suitable""]"
7017,medina,5 of 5 bubbles,2014-09-09,Couples,107,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""sumptuous"", ""building"", ""people"", ""sights""]"
7018,medina,4 of 5 bubbles,2014-09-08,Couples,298,Positive,4,Trust,Not_mentioned,Positive,Positive,Not_mentioned,Positive,[],Fair,Yes,Not_mentioned,"[""guide"", ""value"", ""stalls"", ""history"", ""not pushy""]"
7019,medina,5 of 5 bubbles,2014-09-07,,196,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""night"", ""circus"", ""magicians"", ""adventure"", ""recommended""]"
7020,medina,2 of 5 bubbles,2014-09-06,Couples,1566,Neutral,3,Frustration,Not_mentioned,Neutral,Negative,Not_mentioned,Negative,"[""Aggressive_vendors"", ""Overcrowding""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""pestered"", ""bartering"", ""manic"", ""pathetic"", ""riad""]"
7021,medina,4 of 5 bubbles,2014-09-05,Couples,425,Negative,2,Frustration,Negative,Negative,Negative,Not_mentioned,Neutral,"[""Scam"", ""Safety"", ""Navigation_difficulty""]",Expensive,Not_mentioned,Not_mentioned,"[""haggling"", ""con"", ""injury"", ""lost"", ""mopeds""]"
7022,medina,5 of 5 bubbles,2014-09-03,,252,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""labyrinth"", ""interesting"", ""Medina"", ""enjoyed""]"
7023,medina,4 of 5 bubbles,2014-09-02,Friends,114,Positive,5,Joy,Not_mentioned,Positive,Positive,Not_mentioned,Positive,[],Fair,Not_mentioned,Not_mentioned,"[""fun"", ""barter"", ""friendly"", ""tea"", ""souks""]"
7024,medina,3 of 5 bubbles,2014-09-02,,117,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Positive,Not_mentioned,Neutral,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""friendly"", ""welcoming"", ""expected""]"
7025,medina,5 of 5 bubbles,2014-09-02,Couples,160,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""wonderful"", ""hustle_and_bustle"", ""cafe"", ""experience""]"
7026,medina,4 of 5 bubbles,2014-09-01,Friends,325,Neutral,3,Frustration,Negative,Not_mentioned,Negative,Not_mentioned,Neutral,"[""Aggressive_vendors"", ""Safety""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""interesting"", ""traffic"", ""persistent"", ""photos""]"
7027,medina,5 of 5 bubbles,2014-09-01,Friends,217,Positive,4,Joy,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Positive,"[""Safety""]",Not_mentioned,Yes,Not_mentioned,"[""cultural_shock"", ""authentic"", ""pure"", ""middle_age""]"
7028,medina,5 of 5 bubbles,2014-09-01,,254,Positive,4,Frustration,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Positive,"[""Safety"", ""Overcrowding""]",Not_mentioned,Yes,Not_mentioned,"[""must_go"", ""busy"", ""daughters"", ""whistled"", ""enjoyed""]"
7029,medina,5 of 5 bubbles,2014-08-31,,210,Positive,4,Neutral,Not_mentioned,Neutral,Neutral,Not_mentioned,Not_mentioned,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""haggling"", ""bargain"", ""Moroccans"", ""win_win""]"
7030,medina,4 of 5 bubbles,2014-08-30,Couples,1392,Positive,4,Joy,Not_mentioned,Neutral,Neutral,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""busy"", ""noisy"", ""worth_a_visit"", ""enjoyed"", ""haggling""]"
7031,medina,4 of 5 bubbles,2014-08-28,,128,Negative,2,Fear,Negative,Positive,Not_mentioned,Negative,Negative,"[""Safety"", ""Overcrowding"", ""Poor_cleanliness""]",Cheap,No,No,"[""scared"", ""noisy"", ""dirty"", ""chaotic"", ""bargains""]"
7032,medina,5 of 5 bubbles,2014-08-27,Solo,127,Positive,5,Joy,Positive,Not_mentioned,Positive,Not_mentioned,Positive,[],Not_mentioned,Yes,Yes,"[""busy"", ""friendly"", ""safe"", ""return"", ""Marrakesh""]"
7033,medina,5 of 5 bubbles,2014-08-27,Couples,231,Positive,4,Joy,Negative,Neutral,Negative,Not_mentioned,Positive,"[""Safety"", ""Aggressive_vendors""]",Not_mentioned,Yes,Not_mentioned,"[""people"", ""randomness"", ""street_food"", ""safe"", ""haggling""]"
7034,medina,2 of 5 bubbles,2014-08-26,Couples,264,Negative,1,Disgust,Negative,Not_mentioned,Not_mentioned,Negative,Negative,"[""Bad_smell"", ""Overcrowding"", ""Safety""]",Not_mentioned,No,No,"[""smelly"", ""chaotic"", ""scooters"", ""killed_us"", ""disappointment""]"
7035,medina,5 of 5 bubbles,2014-08-26,Friends,394,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""loved"", ""thriving"", ""exciting"", ""atmosphere"", ""must-see""]"
7036,medina,3 of 5 bubbles,2014-08-26,,223,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Negative,Neutral,"[""Poor_condition"", ""Bad_smell"", ""Overcrowding""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""untidy"", ""smelly"", ""fascinating"", ""chaos"", ""hot""]"
7037,medina,5 of 5 bubbles,2014-08-24,Couples,140,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""loved"", ""activity"", ""spectacle"", ""must do"", ""adventurous""]"
7038,medina,5 of 5 bubbles,2014-08-24,,498,Neutral,3,Frustration,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,"[""Navigation_difficulty"", ""Getting_lost"", ""Overcrowding""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""Medina"", ""alleyways"", ""daunting"", ""navigation"", ""moped""]"
7039,medina,4 of 5 bubbles,2014-08-24,Friends,144,Positive,5,Joy,Not_mentioned,Neutral,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""loved"", ""exciting"", ""noisy"", ""fun"", ""bargain""]"
7040,medina,5 of 5 bubbles,2014-08-23,Couples,296,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""fantastic"", ""experience"", ""souq"", ""scents"", ""colors""]"
7041,medina,3 of 5 bubbles,2014-08-22,Couples,542,Negative,2,Frustration,Negative,Not_mentioned,Negative,Negative,Negative,"[""Poor_cleanliness"", ""Aggressive_vendors"", ""Navigation_difficulty""]",Not_mentioned,No,No,"[""trash dump"", ""lost"", ""harassing"", ""filthy"", ""disgusting""]"
7042,medina,5 of 5 bubbles,2014-08-21,Couples,699,Neutral,3,Frustration,Not_mentioned,Neutral,Negative,Not_mentioned,Neutral,"[""Navigation_difficulty"", ""Scam""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""labyrinth"", ""overwhelming"", ""souks"", ""guides"", ""haggling""]"
7043,medina,2 of 5 bubbles,2014-08-20,,142,Negative,2,Disappointment,Not_mentioned,Not_mentioned,Not_mentioned,Negative,Negative,"[""Poor_condition""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""poor"", ""hotel"", ""medina"", ""nice bits""]"
7044,medina,5 of 5 bubbles,2014-08-20,Couples,146,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,"[""Overcrowding""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""loved"", ""busyness"", ""mopeds"", ""fantastic"", ""experience""]"
7045,medina,5 of 5 bubbles,2014-08-16,,283,Positive,5,Joy,Not_mentioned,Neutral,Not_mentioned,Not_mentioned,Positive,"[""Overcrowding""]",Not_mentioned,Yes,Not_mentioned,"[""Medina"", ""locals"", ""street food"", ""packed"", ""haggling""]"
7046,medina,5 of 5 bubbles,2014-08-15,,210,Positive,4,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,[],Cheap,Yes,Not_mentioned,"[""wonderful"", ""roam"", ""haggling"", ""deals"", ""culture""]"
7047,medina,5 of 5 bubbles,2014-08-15,Couples,104,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""epic"", ""experience"", ""guide"", ""recommend""]"
7048,medina,5 of 5 bubbles,2014-08-15,,279,Positive,4,Joy,Not_mentioned,Neutral,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""tour"", ""square"", ""atmosphere"", ""haggling"", ""experience""]"
7049,medina,5 of 5 bubbles,2014-08-13,Couples,126,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""medina"", ""old cities"", ""wonderful"", ""experience"", ""souks""]"
7050,medina,5 of 5 bubbles,2014-08-12,Friends,139,Positive,4,Surprise,Not_mentioned,Neutral,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""must see"", ""intense"", ""different"", ""haggle""]"
7051,medina,5 of 5 bubbles,2014-08-10,Couples,777,Positive,4,Joy,Positive,Not_mentioned,Not_mentioned,Not_mentioned,Positive,"[""Getting_lost""]",Not_mentioned,Yes,Not_mentioned,"[""fun"", ""adventure"", ""safe"", ""entertainment"", ""restaurants""]"
7052,medina,1 of 5 bubbles,2014-08-10,,1434,Negative,1,Disgust,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Negative,"[""Other""]",Not_mentioned,No,Not_mentioned,"[""awful place"", ""animal cruelty"", ""horses"", ""monkeys""]"
7053,medina,5 of 5 bubbles,2014-08-10,Friends,148,Positive,5,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,[],Cheap,Yes,Not_mentioned,"[""must see"", ""bargains"", ""entertainment"", ""wonderful experience""]"
7054,medina,5 of 5 bubbles,2014-08-09,Friends,265,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Yes,"[""loved"", ""sites"", ""foods"", ""entertaining"", ""best experience""]"
7055,medina,2 of 5 bubbles,2014-08-08,Couples,533,Negative,1,Anger,Negative,Negative,Negative,Negative,Negative,"[""Poor_cleanliness"", ""Scam"", ""Aggressive_vendors""]",Expensive,No,No,"[""dirty alleyways"", ""tourist tat"", ""demanding money"", ""scam"", ""tiresome""]"
7056,medina,5 of 5 bubbles,2014-08-08,Solo,312,Positive,4,Joy,Negative,Not_mentioned,Negative,Not_mentioned,Positive,"[""Aggressive_vendors"", ""Getting_lost""]",Not_mentioned,Yes,Not_mentioned,"[""highlight"", ""overwhelming"", ""hassled"", ""getting lost"", ""loved""]"
7057,medina,5 of 5 bubbles,2014-08-07,Couples,178,Positive,4,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""enjoyed"", ""haggling"", ""bargains"", ""fun"", ""worth""]"
7058,medina,5 of 5 bubbles,2014-08-07,,838,Positive,4,Surprise,Negative,Not_mentioned,Negative,Not_mentioned,Positive,"[""Navigation_difficulty"", ""Scam"", ""Overcrowding""]",Not_mentioned,Yes,Not_mentioned,"[""hectic"", ""motorbikes"", ""mis-direct"", ""mayhem"", ""great memory""]"
